# UCA Version: 3.1.1d6/3.2.0
# Generated:   2002-07-02,18:49:23 GMT [MD]
0009 0021;	0009
227B 0021;	227B
2281 0021;	2281
227C 0338 0334;	227C 0338
22E0 0334;	22E0
227C 0021;	227C
22E0 0021;	22E0
227D 0338 0334;	227D 0338
22E1 0334;	22E1
227D 0021;	227D
22E1 0021;	22E1
227E 0021;	227E
227F 0021;	227F
2282 0338 0334;	2282 0338
2284 0334;	2284
2282 0021;	2282
2284 0021;	2284
2283 0338 0334;	2283 0338
2285 0334;	2285
2283 0021;	2283
2285 0021;	2285
2286 0338 0334;	2286 0338
2288 0334;	2288
2286 0021;	2286
2288 0021;	2288
2287 0338 0334;	2287 0338
2289 0334;	2289
2287 0021;	2287
2289 0021;	2289
228A 0021;	228A
228B 0021;	228B
228C 0021;	228C
228D 0021;	228D
228E 0021;	228E
228F 0021;	228F
2290 0021;	2290
2291 0338 0334;	2291 0338
22E2 0334;	22E2
2291 0021;	2291
22E2 0021;	22E2
2292 0338 0334;	2292 0338
22E3 0334;	22E3
2292 0021;	2292
22E3 0021;	22E3
2293 0021;	2293
2294 0021;	2294
2295 0021;	2295
2296 0021;	2296
2297 0021;	2297
2298 0021;	2298
2299 0021;	2299
229A 0021;	229A
229B 0021;	229B
229C 0021;	229C
229D 0021;	229D
229E 0021;	229E
229F 0021;	229F
22A0 0021;	22A0
22A1 0021;	22A1
22A2 0338 0334;	22A2 0338
22AC 0334;	22AC
22A2 0021;	22A2
22AC 0021;	22AC
22A3 0021;	22A3
22A4 0021;	22A4
22A5 0021;	22A5
22A6 0021;	22A6
22A7 0021;	22A7
22A8 0338 0334;	22A8 0338
22AD 0334;	22AD
22A8 0021;	22A8
22AD 0021;	22AD
22A9 0338 0334;	22A9 0338
22AE 0334;	22AE
22A9 0021;	22A9
22AE 0021;	22AE
22AA 0021;	22AA
22AB 0338 0334;	22AB 0338
22AF 0334;	22AF
22AB 0021;	22AB
22AF 0021;	22AF
22B0 0021;	22B0
22B1 0021;	22B1
22B2 0338 0334;	22B2 0338
22EA 0334;	22EA
22B2 0021;	22B2
22EA 0021;	22EA
22B3 0338 0334;	22B3 0338
22EB 0334;	22EB
22B3 0021;	22B3
22EB 0021;	22EB
22B4 0338 0334;	22B4 0338
22EC 0334;	22EC
22B4 0021;	22B4
22EC 0021;	22EC
22B5 0338 0334;	22B5 0338
22ED 0334;	22ED
22B5 0021;	22B5
22ED 0021;	22ED
22B6 0021;	22B6
22B7 0021;	22B7
22B8 0021;	22B8
22B9 0021;	22B9
22BA 0021;	22BA
22BB 0021;	22BB
22BC 0021;	22BC
22BD 0021;	22BD
22BE 0021;	22BE
22BF 0021;	22BF
22C0 0021;	22C0
22C1 0021;	22C1
22C2 0021;	22C2
22C3 0021;	22C3
22C4 0021;	22C4
22C5 0021;	22C5
22C6 0021;	22C6
22C7 0021;	22C7
22C8 0021;	22C8
22C9 0021;	22C9
22CA 0021;	22CA
22CB 0021;	22CB
22CC 0021;	22CC
22CD 0021;	22CD
22CE 0021;	22CE
22CF 0021;	22CF
22D0 0021;	22D0
22D1 0021;	22D1
22D2 0021;	22D2
22D3 0021;	22D3
22D4 0021;	22D4
22D5 0021;	22D5
22D6 0021;	22D6
22D7 0021;	22D7
22D8 0021;	22D8
22D9 0021;	22D9
22DA 0021;	22DA
22DB 0021;	22DB
22DC 0021;	22DC
22DD 0021;	22DD
22DE 0021;	22DE
22DF 0021;	22DF
22E4 0021;	22E4
22E5 0021;	22E5
22E6 0021;	22E6
22E7 0021;	22E7
22E8 0021;	22E8
22E9 0021;	22E9
22EE 0021;	22EE
22EF 0021;	22EF
22F0 0021;	22F0
22F1 0021;	22F1
2300 0021;	2300
2301 0021;	2301
2302 0021;	2302
2303 0021;	2303
2304 0021;	2304
2305 0021;	2305
2306 0021;	2306
2307 0021;	2307
2308 0021;	2308
2309 0021;	2309
230A 0021;	230A
230B 0021;	230B
230C 0021;	230C
230D 0021;	230D
230E 0021;	230E
230F 0021;	230F
2310 0021;	2310
2311 0021;	2311
2312 0021;	2312
2313 0021;	2313
2314 0021;	2314
2315 0021;	2315
2316 0021;	2316
2317 0021;	2317
2318 0021;	2318
2319 0021;	2319
231A 0021;	231A
231B 0021;	231B
231C 0021;	231C
231D 0021;	231D
231E 0021;	231E
231F 0021;	231F
2320 0021;	2320
2321 0021;	2321
2322 0021;	2322
2323 0021;	2323
2324 0021;	2324
2325 0021;	2325
2326 0021;	2326
2327 0021;	2327
2328 0021;	2328
232B 0021;	232B
232C 0021;	232C
232D 0021;	232D
232E 0021;	232E
232F 0021;	232F
2330 0021;	2330
2331 0021;	2331
2332 0021;	2332
2333 0021;	2333
2334 0021;	2334
2335 0021;	2335
2336 0021;	2336
2337 0021;	2337
2338 0021;	2338
2339 0021;	2339
233A 0021;	233A
233B 0021;	233B
233C 0021;	233C
233D 0021;	233D
233E 0021;	233E
233F 0021;	233F
2340 0021;	2340
2341 0021;	2341
2342 0021;	2342
2343 0021;	2343
2344 0021;	2344
2345 0021;	2345
2346 0021;	2346
2347 0021;	2347
2348 0021;	2348
2349 0021;	2349
234A 0021;	234A
234B 0021;	234B
234C 0021;	234C
234D 0021;	234D
234E 0021;	234E
234F 0021;	234F
2350 0021;	2350
2351 0021;	2351
2352 0021;	2352
2353 0021;	2353
2354 0021;	2354
2355 0021;	2355
2356 0021;	2356
2357 0021;	2357
2358 0021;	2358
2359 0021;	2359
235A 0021;	235A
235B 0021;	235B
235C 0021;	235C
235D 0021;	235D
235E 0021;	235E
235F 0021;	235F
2360 0021;	2360
2361 0021;	2361
2362 0021;	2362
2363 0021;	2363
2364 0021;	2364
2365 0021;	2365
2366 0021;	2366
2367 0021;	2367
2368 0021;	2368
2369 0021;	2369
236A 0021;	236A
236B 0021;	236B
236C 0021;	236C
236D 0021;	236D
236E 0021;	236E
236F 0021;	236F
2370 0021;	2370
2371 0021;	2371
2372 0021;	2372
2373 0021;	2373
2374 0021;	2374
2375 0021;	2375
2376 0021;	2376
2377 0021;	2377
2378 0021;	2378
2379 0021;	2379
237A 0021;	237A
237B 0021;	237B
237D 0021;	237D
237E 0021;	237E
237F 0021;	237F
2380 0021;	2380
2381 0021;	2381
2382 0021;	2382
2383 0021;	2383
2384 0021;	2384
2385 0021;	2385
2386 0021;	2386
2387 0021;	2387
2388 0021;	2388
2389 0021;	2389
238A 0021;	238A
238B 0021;	238B
238C 0021;	238C
238D 0021;	238D
238E 0021;	238E
238F 0021;	238F
2390 0021;	2390
2391 0021;	2391
2392 0021;	2392
2393 0021;	2393
2394 0021;	2394
2395 0021;	2395
2396 0021;	2396
2397 0021;	2397
2398 0021;	2398
2399 0021;	2399
239A 0021;	239A
2400 0021;	2400
2401 0021;	2401
2402 0021;	2402
2403 0021;	2403
2404 0021;	2404
2405 0021;	2405
2406 0021;	2406
2407 0021;	2407
2408 0021;	2408
2409 0021;	2409
240A 0021;	240A
240B 0021;	240B
240C 0021;	240C
240D 0021;	240D
240E 0021;	240E
240F 0021;	240F
2410 0021;	2410
2411 0021;	2411
2412 0021;	2412
2413 0021;	2413
2414 0021;	2414
2415 0021;	2415
2416 0021;	2416
2417 0021;	2417
2418 0021;	2418
2419 0021;	2419
241A 0021;	241A
241B 0021;	241B
241C 0021;	241C
241D 0021;	241D
241E 0021;	241E
241F 0021;	241F
2420 0021;	2420
2421 0021;	2421
2422 0021;	2422
2423 0021;	2423
2424 0021;	2424
2425 0021;	2425
2426 0021;	2426
2440 0021;	2440
2441 0021;	2441
2442 0021;	2442
2443 0021;	2443
2444 0021;	2444
2445 0021;	2445
2446 0021;	2446
2447 0021;	2447
2448 0021;	2448
2449 0021;	2449
244A 0021;	244A
2500 0021;	2500
2501 0021;	2501
2502 0021;	2502
FFE8 0021;	FFE8
2503 0021;	2503
2504 0021;	2504
2505 0021;	2505
2506 0021;	2506
2507 0021;	2507
2508 0021;	2508
2509 0021;	2509
250A 0021;	250A
250B 0021;	250B
250C 0021;	250C
250D 0021;	250D
250E 0021;	250E
250F 0021;	250F
2510 0021;	2510
2511 0021;	2511
2512 0021;	2512
2513 0021;	2513
2514 0021;	2514
2515 0021;	2515
2516 0021;	2516
2517 0021;	2517
2518 0021;	2518
2519 0021;	2519
251A 0021;	251A
251B 0021;	251B
251C 0021;	251C
251D 0021;	251D
251E 0021;	251E
251F 0021;	251F
2520 0021;	2520
2521 0021;	2521
2522 0021;	2522
2523 0021;	2523
2524 0021;	2524
2525 0021;	2525
2526 0021;	2526
2527 0021;	2527
2528 0021;	2528
2529 0021;	2529
252A 0021;	252A
252B 0021;	252B
252C 0021;	252C
252D 0021;	252D
252E 0021;	252E
252F 0021;	252F
2530 0021;	2530
2531 0021;	2531
2532 0021;	2532
2533 0021;	2533
2534 0021;	2534
2535 0021;	2535
2536 0021;	2536
2537 0021;	2537
2538 0021;	2538
2539 0021;	2539
253A 0021;	253A
253B 0021;	253B
253C 0021;	253C
253D 0021;	253D
253E 0021;	253E
253F 0021;	253F
2540 0021;	2540
2541 0021;	2541
2542 0021;	2542
2543 0021;	2543
2544 0021;	2544
2545 0021;	2545
2546 0021;	2546
2547 0021;	2547
2548 0021;	2548
2549 0021;	2549
254A 0021;	254A
254B 0021;	254B
254C 0021;	254C
254D 0021;	254D
254E 0021;	254E
254F 0021;	254F
2550 0021;	2550
2551 0021;	2551
2552 0021;	2552
2553 0021;	2553
2554 0021;	2554
2555 0021;	2555
2556 0021;	2556
2557 0021;	2557
2558 0021;	2558
2559 0021;	2559
255A 0021;	255A
255B 0021;	255B
255C 0021;	255C
255D 0021;	255D
255E 0021;	255E
255F 0021;	255F
2560 0021;	2560
2561 0021;	2561
2562 0021;	2562
2563 0021;	2563
2564 0021;	2564
2565 0021;	2565
2566 0021;	2566
2567 0021;	2567
2568 0021;	2568
2569 0021;	2569
256A 0021;	256A
256B 0021;	256B
256C 0021;	256C
256D 0021;	256D
256E 0021;	256E
256F 0021;	256F
2570 0021;	2570
2571 0021;	2571
2572 0021;	2572
2573 0021;	2573
2574 0021;	2574
2575 0021;	2575
2576 0021;	2576
2577 0021;	2577
2578 0021;	2578
2579 0021;	2579
257A 0021;	257A
257B 0021;	257B
257C 0021;	257C
257D 0021;	257D
257E 0021;	257E
257F 0021;	257F
2580 0021;	2580
2581 0021;	2581
2582 0021;	2582
2583 0021;	2583
2584 0021;	2584
2585 0021;	2585
2586 0021;	2586
2587 0021;	2587
2588 0021;	2588
2589 0021;	2589
258A 0021;	258A
258B 0021;	258B
258C 0021;	258C
258D 0021;	258D
258E 0021;	258E
258F 0021;	258F
2590 0021;	2590
2591 0021;	2591
2592 0021;	2592
2593 0021;	2593
2594 0021;	2594
2595 0021;	2595
25A0 0021;	25A0
FFED 0021;	FFED
25A1 0021;	25A1
25A2 0021;	25A2
25A3 0021;	25A3
25A4 0021;	25A4
25A5 0021;	25A5
25A6 0021;	25A6
25A7 0021;	25A7
25A8 0021;	25A8
25A9 0021;	25A9
25AA 0021;	25AA
25AB 0021;	25AB
25AC 0021;	25AC
25AD 0021;	25AD
25AE 0021;	25AE
25AF 0021;	25AF
25B0 0021;	25B0
25B1 0021;	25B1
25B2 0021;	25B2
25B3 0021;	25B3
25B4 0021;	25B4
25B5 0021;	25B5
25B6 0021;	25B6
25B7 0021;	25B7
25B8 0021;	25B8
25B9 0021;	25B9
25BA 0021;	25BA
25BB 0021;	25BB
25BC 0021;	25BC
25BD 0021;	25BD
25BE 0021;	25BE
25BF 0021;	25BF
25C0 0021;	25C0
25C1 0021;	25C1
25C2 0021;	25C2
25C3 0021;	25C3
25C4 0021;	25C4
25C5 0021;	25C5
25C6 0021;	25C6
25C7 0021;	25C7
25C8 0021;	25C8
25C9 0021;	25C9
25CA 0021;	25CA
25CB 0021;	25CB
FFEE 0021;	FFEE
25CC 0021;	25CC
25CD 0021;	25CD
25CE 0021;	25CE
25CF 0021;	25CF
25D0 0021;	25D0
25D1 0021;	25D1
25D2 0021;	25D2
25D3 0021;	25D3
25D4 0021;	25D4
25D5 0021;	25D5
25D6 0021;	25D6
25D7 0021;	25D7
25D8 0021;	25D8
25D9 0021;	25D9
25DA 0021;	25DA
25DB 0021;	25DB
25DC 0021;	25DC
25DD 0021;	25DD
25DE 0021;	25DE
25DF 0021;	25DF
25E0 0021;	25E0
25E1 0021;	25E1
25E2 0021;	25E2
25E3 0021;	25E3
25E4 0021;	25E4
25E5 0021;	25E5
25E6 0021;	25E6
25E7 0021;	25E7
25E8 0021;	25E8
25E9 0021;	25E9
25EA 0021;	25EA
25EB 0021;	25EB
25EC 0021;	25EC
25ED 0021;	25ED
25EE 0021;	25EE
25EF 0021;	25EF
25F0 0021;	25F0
25F1 0021;	25F1
25F2 0021;	25F2
25F3 0021;	25F3
25F4 0021;	25F4
25F5 0021;	25F5
25F6 0021;	25F6
25F7 0021;	25F7
2600 0021;	2600
2601 0021;	2601
2602 0021;	2602
2603 0021;	2603
2604 0021;	2604
2605 0021;	2605
2606 0021;	2606
2607 0021;	2607
2608 0021;	2608
2609 0021;	2609
260A 0021;	260A
260B 0021;	260B
260C 0021;	260C
260D 0021;	260D
260E 0021;	260E
260F 0021;	260F
2610 0021;	2610
2611 0021;	2611
2612 0021;	2612
2613 0021;	2613
2619 0021;	2619
261A 0021;	261A
261B 0021;	261B
261C 0021;	261C
261D 0021;	261D
261E 0021;	261E
261F 0021;	261F
2620 0021;	2620
2621 0021;	2621
2622 0021;	2622
2623 0021;	2623
2624 0021;	2624
2625 0021;	2625
2626 0021;	2626
2627 0021;	2627
2628 0021;	2628
2629 0021;	2629
262A 0021;	262A
262B 0021;	262B
262C 0021;	262C
262D 0021;	262D
262E 0021;	262E
262F 0021;	262F
2630 0021;	2630
2631 0021;	2631
2632 0021;	2632
2633 0021;	2633
2634 0021;	2634
2635 0021;	2635
2636 0021;	2636
2637 0021;	2637
2638 0021;	2638
2639 0021;	2639
263A 0021;	263A
263B 0021;	263B
263C 0021;	263C
263D 0021;	263D
263E 0021;	263E
263F 0021;	263F
2640 0021;	2640
2641 0021;	2641
2642 0021;	2642
2643 0021;	2643
2644 0021;	2644
2645 0021;	2645
2646 0021;	2646
2647 0021;	2647
2648 0021;	2648
2649 0021;	2649
264A 0021;	264A
264B 0021;	264B
264C 0021;	264C
264D 0021;	264D
264E 0021;	264E
264F 0021;	264F
2650 0021;	2650
2651 0021;	2651
2652 0021;	2652
2653 0021;	2653
2654 0021;	2654
2655 0021;	2655
2656 0021;	2656
2657 0021;	2657
2658 0021;	2658
2659 0021;	2659
265A 0021;	265A
265B 0021;	265B
265C 0021;	265C
265D 0021;	265D
265E 0021;	265E
265F 0021;	265F
2660 0021;	2660
2661 0021;	2661
2662 0021;	2662
2663 0021;	2663
2664 0021;	2664
2665 0021;	2665
2666 0021;	2666
2667 0021;	2667
2668 0021;	2668
2669 0021;	2669
266A 0021;	266A
266B 0021;	266B
266C 0021;	266C
2670 0021;	2670
2671 0021;	2671
2701 0021;	2701
2702 0021;	2702
2703 0021;	2703
2704 0021;	2704
2706 0021;	2706
2707 0021;	2707
2708 0021;	2708
2709 0021;	2709
270C 0021;	270C
270D 0021;	270D
270E 0021;	270E
270F 0021;	270F
2710 0021;	2710
2711 0021;	2711
2712 0021;	2712
2713 0021;	2713
2714 0021;	2714
2715 0021;	2715
2716 0021;	2716
2717 0021;	2717
2718 0021;	2718
2719 0021;	2719
271A 0021;	271A
271B 0021;	271B
271C 0021;	271C
271D 0021;	271D
271E 0021;	271E
271F 0021;	271F
2720 0021;	2720
2721 0021;	2721
2722 0021;	2722
2723 0021;	2723
2724 0021;	2724
2725 0021;	2725
2726 0021;	2726
2727 0021;	2727
2729 0021;	2729
272A 0021;	272A
272B 0021;	272B
272C 0021;	272C
272D 0021;	272D
272E 0021;	272E
272F 0021;	272F
2730 0021;	2730
2731 0021;	2731
2732 0021;	2732
2733 0021;	2733
2734 0021;	2734
2735 0021;	2735
2736 0021;	2736
2737 0021;	2737
2738 0021;	2738
2739 0021;	2739
273A 0021;	273A
273B 0021;	273B
273C 0021;	273C
273D 0021;	273D
273E 0021;	273E
273F 0021;	273F
2740 0021;	2740
2741 0021;	2741
2742 0021;	2742
2743 0021;	2743
2744 0021;	2744
2745 0021;	2745
2746 0021;	2746
2747 0021;	2747
2748 0021;	2748
2749 0021;	2749
274A 0021;	274A
274B 0021;	274B
274D 0021;	274D
274F 0021;	274F
2750 0021;	2750
2751 0021;	2751
2752 0021;	2752
2756 0021;	2756
2758 0021;	2758
2759 0021;	2759
275A 0021;	275A
275B 0021;	275B
275C 0021;	275C
275D 0021;	275D
275E 0021;	275E
2761 0021;	2761
2762 0021;	2762
2763 0021;	2763
2764 0021;	2764
2765 0021;	2765
2766 0021;	2766
2767 0021;	2767
277F 0021;	277F
2789 0021;	2789
2793 0021;	2793
2794 0021;	2794
2798 0021;	2798
2799 0021;	2799
279A 0021;	279A
279B 0021;	279B
279C 0021;	279C
279D 0021;	279D
279E 0021;	279E
279F 0021;	279F
27A0 0021;	27A0
27A1 0021;	27A1
27A2 0021;	27A2
27A3 0021;	27A3
27A4 0021;	27A4
27A5 0021;	27A5
27A6 0021;	27A6
27A7 0021;	27A7
27A8 0021;	27A8
27A9 0021;	27A9
27AA 0021;	27AA
27AB 0021;	27AB
27AC 0021;	27AC
27AD 0021;	27AD
27AE 0021;	27AE
27AF 0021;	27AF
27B1 0021;	27B1
27B2 0021;	27B2
27B3 0021;	27B3
27B4 0021;	27B4
27B5 0021;	27B5
27B6 0021;	27B6
27B7 0021;	27B7
27B8 0021;	27B8
27B9 0021;	27B9
27BA 0021;	27BA
27BB 0021;	27BB
27BC 0021;	27BC
27BD 0021;	27BD
27BE 0021;	27BE
2800 0021;	2800
2801 0021;	2801
2802 0021;	2802
2803 0021;	2803
2804 0021;	2804
2805 0021;	2805
2806 0021;	2806
2807 0021;	2807
2808 0021;	2808
2809 0021;	2809
280A 0021;	280A
280B 0021;	280B
280C 0021;	280C
280D 0021;	280D
280E 0021;	280E
280F 0021;	280F
2810 0021;	2810
2811 0021;	2811
2812 0021;	2812
2813 0021;	2813
2814 0021;	2814
2815 0021;	2815
2816 0021;	2816
2817 0021;	2817
2818 0021;	2818
2819 0021;	2819
281A 0021;	281A
281B 0021;	281B
281C 0021;	281C
281D 0021;	281D
281E 0021;	281E
281F 0021;	281F
2820 0021;	2820
2821 0021;	2821
2822 0021;	2822
2823 0021;	2823
2824 0021;	2824
2825 0021;	2825
2826 0021;	2826
2827 0021;	2827
2828 0021;	2828
2829 0021;	2829
282A 0021;	282A
282B 0021;	282B
282C 0021;	282C
282D 0021;	282D
282E 0021;	282E
282F 0021;	282F
2830 0021;	2830
2831 0021;	2831
2832 0021;	2832
2833 0021;	2833
2834 0021;	2834
2835 0021;	2835
2836 0021;	2836
2837 0021;	2837
2838 0021;	2838
2839 0021;	2839
283A 0021;	283A
283B 0021;	283B
283C 0021;	283C
283D 0021;	283D
283E 0021;	283E
283F 0021;	283F
2840 0021;	2840
2841 0021;	2841
2842 0021;	2842
2843 0021;	2843
2844 0021;	2844
2845 0021;	2845
2846 0021;	2846
2847 0021;	2847
2848 0021;	2848
2849 0021;	2849
284A 0021;	284A
284B 0021;	284B
284C 0021;	284C
284D 0021;	284D
284E 0021;	284E
284F 0021;	284F
2850 0021;	2850
2851 0021;	2851
2852 0021;	2852
2853 0021;	2853
2854 0021;	2854
2855 0021;	2855
2856 0021;	2856
2857 0021;	2857
2858 0021;	2858
2859 0021;	2859
285A 0021;	285A
285B 0021;	285B
285C 0021;	285C
285D 0021;	285D
285E 0021;	285E
285F 0021;	285F
2860 0021;	2860
2861 0021;	2861
2862 0021;	2862
2863 0021;	2863
2864 0021;	2864
2865 0021;	2865
2866 0021;	2866
2867 0021;	2867
2868 0021;	2868
2869 0021;	2869
286A 0021;	286A
286B 0021;	286B
286C 0021;	286C
286D 0021;	286D
286E 0021;	286E
286F 0021;	286F
2870 0021;	2870
2871 0021;	2871
2872 0021;	2872
2873 0021;	2873
2874 0021;	2874
2875 0021;	2875
2876 0021;	2876
2877 0021;	2877
2878 0021;	2878
2879 0021;	2879
287A 0021;	287A
287B 0021;	287B
287C 0021;	287C
287D 0021;	287D
287E 0021;	287E
287F 0021;	287F
2880 0021;	2880
2881 0021;	2881
2882 0021;	2882
2883 0021;	2883
2884 0021;	2884
2885 0021;	2885
2886 0021;	2886
2887 0021;	2887
2888 0021;	2888
2889 0021;	2889
288A 0021;	288A
288B 0021;	288B
288C 0021;	288C
288D 0021;	288D
288E 0021;	288E
288F 0021;	288F
2890 0021;	2890
2891 0021;	2891
2892 0021;	2892
2893 0021;	2893
2894 0021;	2894
2895 0021;	2895
2896 0021;	2896
2897 0021;	2897
2898 0021;	2898
2899 0021;	2899
289A 0021;	289A
289B 0021;	289B
289C 0021;	289C
289D 0021;	289D
289E 0021;	289E
289F 0021;	289F
28A0 0021;	28A0
28A1 0021;	28A1
28A2 0021;	28A2
28A3 0021;	28A3
28A4 0021;	28A4
28A5 0021;	28A5
28A6 0021;	28A6
28A7 0021;	28A7
28A8 0021;	28A8
28A9 0021;	28A9
28AA 0021;	28AA
28AB 0021;	28AB
28AC 0021;	28AC
28AD 0021;	28AD
28AE 0021;	28AE
28AF 0021;	28AF
28B0 0021;	28B0
28B1 0021;	28B1
28B2 0021;	28B2
28B3 0021;	28B3
28B4 0021;	28B4
28B5 0021;	28B5
28B6 0021;	28B6
28B7 0021;	28B7
28B8 0021;	28B8
28B9 0021;	28B9
28BA 0021;	28BA
28BB 0021;	28BB
28BC 0021;	28BC
28BD 0021;	28BD
28BE 0021;	28BE
28BF 0021;	28BF
28C0 0021;	28C0
28C1 0021;	28C1
28C2 0021;	28C2
28C3 0021;	28C3
28C4 0021;	28C4
28C5 0021;	28C5
28C6 0021;	28C6
28C7 0021;	28C7
28C8 0021;	28C8
28C9 0021;	28C9
28CA 0021;	28CA
28CB 0021;	28CB
28CC 0021;	28CC
28CD 0021;	28CD
28CE 0021;	28CE
28CF 0021;	28CF
28D0 0021;	28D0
28D1 0021;	28D1
28D2 0021;	28D2
28D3 0021;	28D3
28D4 0021;	28D4
28D5 0021;	28D5
28D6 0021;	28D6
28D7 0021;	28D7
28D8 0021;	28D8
28D9 0021;	28D9
28DA 0021;	28DA
28DB 0021;	28DB
28DC 0021;	28DC
28DD 0021;	28DD
28DE 0021;	28DE
28DF 0021;	28DF
28E0 0021;	28E0
28E1 0021;	28E1
28E2 0021;	28E2
28E3 0021;	28E3
28E4 0021;	28E4
28E5 0021;	28E5
28E6 0021;	28E6
28E7 0021;	28E7
28E8 0021;	28E8
28E9 0021;	28E9
28EA 0021;	28EA
28EB 0021;	28EB
28EC 0021;	28EC
28ED 0021;	28ED
28EE 0021;	28EE
28EF 0021;	28EF
28F0 0021;	28F0
28F1 0021;	28F1
28F2 0021;	28F2
28F3 0021;	28F3
28F4 0021;	28F4
28F5 0021;	28F5
28F6 0021;	28F6
28F7 0021;	28F7
28F8 0021;	28F8
28F9 0021;	28F9
28FA 0021;	28FA
28FB 0021;	28FB
28FC 0021;	28FC
28FD 0021;	28FD
28FE 0021;	28FE
28FF 0021;	28FF
1D000 0021;	1D000
1D001 0021;	1D001
1D002 0021;	1D002
1D003 0021;	1D003
1D004 0021;	1D004
1D005 0021;	1D005
1D006 0021;	1D006
1D007 0021;	1D007
1D008 0021;	1D008
1D009 0021;	1D009
1D00A 0021;	1D00A
1D00B 0021;	1D00B
1D00C 0021;	1D00C
1D00D 0021;	1D00D
1D00E 0021;	1D00E
1D00F 0021;	1D00F
1D010 0021;	1D010
1D011 0021;	1D011
1D012 0021;	1D012
1D013 0021;	1D013
1D014 0021;	1D014
1D015 0021;	1D015
1D016 0021;	1D016
1D017 0021;	1D017
1D018 0021;	1D018
1D019 0021;	1D019
1D01A 0021;	1D01A
1D01B 0021;	1D01B
1D01C 0021;	1D01C
1D01D 0021;	1D01D
1D01E 0021;	1D01E
1D01F 0021;	1D01F
1D020 0021;	1D020
1D021 0021;	1D021
1D022 0021;	1D022
1D023 0021;	1D023
1D024 0021;	1D024
1D025 0021;	1D025
1D026 0021;	1D026
1D027 0021;	1D027
1D028 0021;	1D028
1D029 0021;	1D029
1D02A 0021;	1D02A
1D02B 0021;	1D02B
1D02C 0021;	1D02C
1D02D 0021;	1D02D
1D02E 0021;	1D02E
1D02F 0021;	1D02F
1D030 0021;	1D030
1D031 0021;	1D031
1D032 0021;	1D032
1D033 0021;	1D033
1D034 0021;	1D034
1D035 0021;	1D035
1D036 0021;	1D036
1D037 0021;	1D037
1D038 0021;	1D038
1D039 0021;	1D039
1D03A 0021;	1D03A
1D03B 0021;	1D03B
1D03C 0021;	1D03C
1D03D 0021;	1D03D
1D03E 0021;	1D03E
1D03F 0021;	1D03F
1D040 0021;	1D040
1D041 0021;	1D041
1D042 0021;	1D042
1D043 0021;	1D043
1D044 0021;	1D044
1D045 0021;	1D045
1D046 0021;	1D046
1D047 0021;	1D047
1D048 0021;	1D048
1D049 0021;	1D049
1D04A 0021;	1D04A
1D04B 0021;	1D04B
1D04C 0021;	1D04C
1D04D 0021;	1D04D
1D04E 0021;	1D04E
1D04F 0021;	1D04F
1D050 0021;	1D050
1D051 0021;	1D051
1D052 0021;	1D052
1D053 0021;	1D053
1D054 0021;	1D054
1D055 0021;	1D055
1D056 0021;	1D056
1D057 0021;	1D057
1D058 0021;	1D058
1D059 0021;	1D059
1D05A 0021;	1D05A
1D05B 0021;	1D05B
1D05C 0021;	1D05C
1D05D 0021;	1D05D
1D05E 0021;	1D05E
1D05F 0021;	1D05F
1D060 0021;	1D060
1D061 0021;	1D061
1D062 0021;	1D062
1D063 0021;	1D063
1D064 0021;	1D064
1D065 0021;	1D065
1D066 0021;	1D066
1D067 0021;	1D067
1D068 0021;	1D068
1D069 0021;	1D069
1D06A 0021;	1D06A
1D06B 0021;	1D06B
1D06C 0021;	1D06C
1D06D 0021;	1D06D
1D06E 0021;	1D06E
1D06F 0021;	1D06F
1D070 0021;	1D070
1D071 0021;	1D071
1D072 0021;	1D072
1D073 0021;	1D073
1D074 0021;	1D074
1D075 0021;	1D075
1D076 0021;	1D076
1D077 0021;	1D077
1D078 0021;	1D078
1D079 0021;	1D079
1D07A 0021;	1D07A
1D07B 0021;	1D07B
1D07C 0021;	1D07C
1D07D 0021;	1D07D
1D07E 0021;	1D07E
1D07F 0021;	1D07F
1D080 0021;	1D080
1D081 0021;	1D081
1D082 0021;	1D082
1D083 0021;	1D083
1D084 0021;	1D084
1D085 0021;	1D085
1D086 0021;	1D086
1D087 0021;	1D087
1D088 0021;	1D088
1D089 0021;	1D089
1D08A 0021;	1D08A
1D08B 0021;	1D08B
1D08C 0021;	1D08C
1D08D 0021;	1D08D
1D08E 0021;	1D08E
1D08F 0021;	1D08F
1D090 0021;	1D090
1D091 0021;	1D091
1D092 0021;	1D092
1D093 0021;	1D093
1D094 0021;	1D094
1D095 0021;	1D095
1D096 0021;	1D096
1D097 0021;	1D097
1D098 0021;	1D098
1D099 0021;	1D099
1D09A 0021;	1D09A
1D09B 0021;	1D09B
1D09C 0021;	1D09C
1D09D 0021;	1D09D
1D09E 0021;	1D09E
1D09F 0021;	1D09F
1D0A0 0021;	1D0A0
1D0A1 0021;	1D0A1
1D0A2 0021;	1D0A2
1D0A3 0021;	1D0A3
1D0A4 0021;	1D0A4
1D0A5 0021;	1D0A5
1D0A6 0021;	1D0A6
1D0A7 0021;	1D0A7
1D0A8 0021;	1D0A8
1D0A9 0021;	1D0A9
1D0AA 0021;	1D0AA
1D0AB 0021;	1D0AB
1D0AC 0021;	1D0AC
1D0AD 0021;	1D0AD
1D0AE 0021;	1D0AE
1D0AF 0021;	1D0AF
1D0B0 0021;	1D0B0
